wh_id,product_id,supplier_id,price,procurement,markup,sales_price,stock_quantity
10037,2330,5,125.24,0.15,0.25,156.55,75
10038,2330,9,143.36,0.44,0.25,179.2,21
10039,2330,8,119.73,0.32,0.25,149.66,90
10040,2330,6,129.97,0.4,0.25,162.46,51
10041,3488,3,1103.93,0.1,0.25,1379.91,62
10042,3488,4,1206.96,0.37,0.25,1508.7,34
10043,3488,5,1280.55,0.15,0.25,1600.69,87
10044,3488,1,1258.47,0.38,0.25,1573.09,76
10045,4780,4,611.46,0.45,0.25,764.32,48
10046,4780,2,587.28,0.34,0.25,734.1,39
10047,4780,9,625.28,0.47,0.25,781.6,62
10048,4780,3,576.92,0.15,0.25,721.15,22
10049,4780,6,590.74,0.36,0.25,738.42,57
10050,4780,8,608.01,0.39,0.25,760.01,61
10051,1509,5,698.67,0.11,0.25,873.34,63
10052,1509,4,775.79,0.36,0.25,969.74,88
10053,1509,8,734.96,0.35,0.25,918.7,27
10054,850,6,45.82,0.39,0.25,57.28,38
10055,850,2,46.97,0.43,0.25,58.71,83
10056,850,9,51.55,0.4,0.25,64.44,68
10057,850,8,44.96,0.33,0.25,56.2,99
10058,850,3,45.54,0.14,0.25,56.92,74
10059,4644,3,436.08,0.15,0.25,545.1,28
10060,4644,7,426.0,0.32,0.25,532.5,64
10061,4644,2,408.35,0.36,0.25,510.44,54
10062,4644,4,400.79,0.39,0.25,500.99,66
10063,4644,5,398.27,0.13,0.25,497.84,39
10064,4514,6,659.5,0.49,0.25,824.38,98
10065,4514,2,634.27,0.48,0.25,792.84,72
10066,4514,3,609.04,0.11,0.25,761.3,11
10067,4514,4,605.44,0.43,0.25,756.8,83
10068,4514,9,659.5,0.47,0.25,824.38,89
10069,4514,1,554.99,0.32,0.25,693.74,77
10070,955,8,65.81,0.37,0.25,82.26,33
10071,955,9,62.44,0.32,0.25,78.05,53
10072,955,7,64.68,0.39,0.25,80.85,88
10073,955,2,66.55,0.48,0.25,83.19,88
10074,3514,7,7175.59,0.36,0.25,8969.49,74
10075,3514,9,7581.76,0.43,0.25,9477.2,87
10076,3514,3,7356.11,0.12,0.25,9195.14,94
10077,3514,8,8078.18,0.46,0.25,10097.72,14
10078,3514,6,7040.2,0.33,0.25,8800.25,37
10079,1679,8,310.69,0.37,0.25,388.36,76
10080,1679,1,341.76,0.42,0.25,427.2,85
10081,1679,3,337.87,0.14,0.25,422.34,36
10082,1679,2,335.93,0.33,0.25,419.91,56
10083,4037,3,1580.61,0.12,0.25,1975.76,63
10084,4037,4,1939.84,0.49,0.25,2424.8,55
10085,4037,5,1734.57,0.14,0.25,2168.21,58
10086,4037,9,1796.15,0.35,0.25,2245.19,14
10087,4037,1,1652.46,0.39,0.25,2065.57,95
10088,4037,7,1714.04,0.33,0.25,2142.55,81
10089,956,6,95.48,0.42,0.25,119.35,26
10090,956,5,84.81,0.14,0.25,106.01,41
10091,956,2,83.21,0.33,0.25,104.01,66
10092,956,10,99.21,0.46,0.25,124.01,19
10093,956,3,85.34,0.11,0.25,106.68,46
10094,956,9,93.34,0.39,0.25,116.68,24
10095,1302,8,110.6,0.37,0.25,138.25,14
10096,1302,4,114.51,0.39,0.25,143.14,37
10097,1302,3,100.84,0.13,0.25,126.05,89
10098,1302,1,109.3,0.47,0.25,136.62,83
10099,1302,7,103.45,0.35,0.25,129.31,13
10100,1302,10,100.84,0.32,0.25,126.05,41
10101,4621,7,2641.84,0.5,0.25,3302.3,97
10102,4621,4,2324.24,0.37,0.25,2905.3,40
10103,4621,9,2295.37,0.35,0.25,2869.21,37
10104,4621,3,2353.12,0.11,0.25,2941.4,34
10105,4621,1,2483.04,0.5,0.25,3103.8,67
10106,473,2,255.35,0.38,0.25,319.19,58
10107,473,1,245.72,0.31,0.25,307.15,26
10108,473,7,279.44,0.41,0.25,349.3,28
10109,3738,4,2575.54,0.38,0.25,3219.42,20
10110,3738,3,2622.65,0.14,0.25,3278.31,82
10111,3738,7,2654.06,0.42,0.25,3317.58,47
10112,3738,5,2528.42,0.13,0.25,3160.52,71
10113,3738,1,2606.95,0.35,0.25,3258.69,48
10114,3673,1,351.14,0.33,0.25,438.92,61
10115,3673,5,335.77,0.12,0.25,419.71,87
10116,3673,10,377.47,0.42,0.25,471.84,100
10117,3673,2,355.53,0.39,0.25,444.41,89
10118,3673,8,375.28,0.38,0.25,469.1,60
10119,3386,8,6544.57,0.43,0.25,8180.71,78
10120,3386,7,6661.44,0.38,0.25,8326.8,36
10121,3386,1,6700.4,0.49,0.25,8375.5,18
10122,3386,3,6778.31,0.15,0.25,8472.89,92
10123,3386,5,6622.49,0.14,0.25,8278.11,49
10124,165,10,564.1,0.35,0.25,705.12,86
10125,165,3,607.22,0.11,0.25,759.03,34
10126,165,2,614.4,0.39,0.25,768.0,10
10127,2371,2,72.33,0.41,0.25,90.41,40
10128,2371,5,70.19,0.15,0.25,87.74,49
10129,2371,9,72.33,0.49,0.25,90.41,33
10130,1395,1,152.0,0.45,0.25,190.0,26
10131,1395,6,164.17,0.49,0.25,205.21,99
10132,1395,4,160.69,0.49,0.25,200.86,90
10133,1395,5,132.9,0.12,0.25,166.12,48
10134,1395,7,147.66,0.42,0.25,184.58,73
10135,1395,8,148.53,0.34,0.25,185.66,13
10136,4986,7,175.12,0.49,0.25,218.9,74
10137,4986,5,150.64,0.11,0.25,188.3,77
10138,4986,2,159.11,0.32,0.25,198.89,19
10139,4986,9,160.06,0.38,0.25,200.08,59
10140,4986,3,163.82,0.14,0.25,204.77,73
10141,4375,2,2105.06,0.35,0.25,2631.32,90
10142,4375,1,2325.96,0.41,0.25,2907.45,34
10143,4375,3,2183.03,0.13,0.25,2728.79,33
10144,4375,4,2027.1,0.31,0.25,2533.88,44
10145,4375,5,2118.05,0.12,0.25,2647.56,66
10146,4375,7,2377.94,0.47,0.25,2972.42,95
10147,5326,7,411.02,0.4,0.25,513.78,80
10148,5326,9,418.73,0.36,0.25,523.41,56
10149,5326,4,403.32,0.35,0.25,504.15,92
10150,5326,8,439.28,0.45,0.25,549.1,11
10151,3880,6,719.86,0.46,0.25,899.82,15
10152,3880,7,760.76,0.48,0.25,950.95,80
10153,3880,10,707.59,0.47,0.25,884.49,84
10154,3880,4,670.78,0.37,0.25,838.47,16
10155,3880,9,736.22,0.42,0.25,920.28,24
10156,3880,1,699.41,0.39,0.25,874.26,44
10157,3429,6,1409.41,0.38,0.25,1761.76,83
10158,3429,2,1462.59,0.43,0.25,1828.24,65
10159,3429,10,1400.54,0.37,0.25,1750.68,51
10160,1029,4,137.01,0.41,0.25,171.26,47
10161,1029,1,127.82,0.39,0.25,159.77,36
10162,1029,9,129.35,0.43,0.25,161.69,95
10163,3939,7,1795.82,0.38,0.25,2244.78,29
10164,3939,10,1763.56,0.31,0.25,2204.45,50
10165,3939,5,1785.06,0.14,0.25,2231.32,81
10166,3939,9,1849.58,0.45,0.25,2311.98,10
10167,668,5,41.87,0.11,0.25,52.34,87
10168,668,9,46.73,0.4,0.25,58.41,56
10169,668,8,47.0,0.34,0.25,58.75,57
10170,668,6,44.84,0.42,0.25,56.05,81
10171,3174,10,5434.68,0.37,0.25,6793.35,15
10172,3174,4,5497.15,0.36,0.25,6871.44,24
10173,3174,3,5153.58,0.11,0.25,6441.98,84
10174,3174,7,5340.98,0.47,0.25,6676.22,79
10175,3174,2,5216.04,0.35,0.25,6520.05,56
10176,3174,5,5309.75,0.12,0.25,6637.19,38
10177,2488,1,63.89,0.38,0.25,79.86,96
10178,2488,2,72.31,0.5,0.25,90.39,30
10179,2488,5,61.98,0.12,0.25,77.47,29
10180,4762,5,561.19,0.12,0.25,701.49,10
10181,4762,8,581.72,0.49,0.25,727.15,96
10182,4762,9,574.88,0.32,0.25,718.6,55
10183,2316,3,23.1,0.13,0.25,28.88,69
10184,2316,5,23.68,0.14,0.25,29.6,99
10185,2316,9,23.53,0.41,0.25,29.41,60
10186,2316,10,24.68,0.35,0.25,30.85,52
10187,2316,4,23.68,0.32,0.25,29.6,32
10188,667,6,36.42,0.41,0.25,45.53,16
10189,667,5,34.26,0.13,0.25,42.82,14
10190,667,4,36.85,0.4,0.25,46.06,93
10191,667,8,36.85,0.32,0.25,46.06,75
10192,667,1,36.85,0.48,0.25,46.06,35
10193,3395,1,7622.7,0.37,0.25,9528.38,71
10194,3395,5,7345.51,0.14,0.25,9181.89,13
10195,3395,4,7807.5,0.41,0.25,9759.38,22
10196,3395,3,7899.89,0.15,0.25,9874.86,49
10197,3395,10,7484.11,0.3,0.25,9355.14,73
10198,3513,3,2734.06,0.11,0.25,3417.58,19
10199,3513,5,2751.37,0.13,0.25,3439.21,15
10200,3513,7,3028.24,0.48,0.25,3785.3,11
10201,3513,10,2785.98,0.41,0.25,3482.48,88
10202,3513,1,3062.84,0.49,0.25,3828.55,43
10203,3513,2,2837.89,0.41,0.25,3547.36,64
10204,1632,8,103.1,0.46,0.25,128.88,70
10205,1632,2,99.5,0.4,0.25,124.38,47
10206,1632,10,97.1,0.31,0.25,121.38,33
10207,1632,1,107.89,0.49,0.25,134.86,36
10208,822,5,73.62,0.1,0.25,92.02,39
10209,822,8,81.17,0.41,0.25,101.46,72
10210,822,7,75.03,0.33,0.25,93.79,91
10211,822,9,78.34,0.33,0.25,97.93,18
10212,3187,1,2377.46,0.41,0.25,2971.82,10
10213,3187,5,2447.8,0.15,0.25,3059.75,50
10214,3187,9,2236.78,0.38,0.25,2795.98,56
10215,3187,2,2518.14,0.46,0.25,3147.68,14
10216,3187,8,2518.14,0.42,0.25,3147.68,39
10217,3187,10,2349.32,0.46,0.25,2936.65,20
10218,3680,5,3236.47,0.14,0.25,4045.59,76
10219,3680,1,3427.98,0.47,0.25,4284.98,11
10220,3680,8,3313.07,0.4,0.25,4141.34,45
10221,2653,4,89.79,0.47,0.25,112.24,54
10222,2653,2,89.79,0.48,0.25,112.24,28
10223,2653,7,96.66,0.49,0.25,120.82,100
10224,2653,1,84.51,0.31,0.25,105.64,30
10225,2686,2,291.95,0.48,0.25,364.94,61
10226,2686,5,290.28,0.14,0.25,362.85,65
10227,2686,4,285.28,0.35,0.25,356.6,45
10228,3148,2,5041.49,0.46,0.25,6301.86,88
10229,3148,8,4685.3,0.39,0.25,5856.62,35
10230,3148,1,4356.5,0.31,0.25,5445.62,35
10231,3148,4,4959.29,0.44,0.25,6199.11,56
10232,1417,4,130.22,0.4,0.25,162.78,80
10233,1417,5,123.41,0.11,0.25,154.26,63
10234,1417,7,127.19,0.32,0.25,158.99,97
10235,1417,8,134.76,0.4,0.25,168.45,56
10236,1417,9,127.95,0.36,0.25,159.94,93
10237,4726,5,547.1,0.13,0.25,683.88,71
10238,4726,7,580.06,0.49,0.25,725.08,42
10239,4726,8,540.51,0.31,0.25,675.64,91
10240,2456,6,50.57,0.38,0.25,63.21,86
10241,2456,5,47.92,0.12,0.25,59.9,51
10242,2456,2,49.1,0.32,0.25,61.38,24
10243,2456,7,49.69,0.47,0.25,62.11,38
10244,2456,4,51.74,0.39,0.25,64.68,68
10245,356,4,452.29,0.3,0.25,565.36,98
10246,356,8,488.36,0.41,0.25,610.45,72
10247,356,3,457.84,0.15,0.25,572.3,47
10248,356,5,474.49,0.12,0.25,593.11,62
10249,356,10,471.72,0.34,0.25,589.65,67
10250,5134,1,369.66,0.32,0.25,462.08,15
10251,5134,5,369.66,0.13,0.25,462.08,95
10252,5134,9,365.15,0.36,0.25,456.44,62
10253,5134,6,396.7,0.5,0.25,495.88,45
10254,5134,2,380.93,0.47,0.25,476.16,28
10255,5134,10,405.72,0.46,0.25,507.15,52
10256,2415,10,40.97,0.44,0.25,51.21,32
10257,2415,8,38.69,0.34,0.25,48.36,87
10258,2415,6,39.83,0.43,0.25,49.79,13
10259,2415,2,38.92,0.36,0.25,48.65,81
10260,602,8,81.19,0.47,0.25,101.49,48
10261,602,4,77.08,0.46,0.25,96.35,39
10262,602,6,77.08,0.42,0.25,96.35,68
10263,602,2,78.45,0.43,0.25,98.06,98
10264,602,9,75.26,0.41,0.25,94.08,83
10265,5417,8,34.29,0.46,0.25,42.86,26
10266,5417,7,36.75,0.41,0.25,45.94,29
10267,5417,2,34.9,0.39,0.25,43.62,95
10268,5417,10,33.67,0.41,0.25,42.09,95
10269,187,10,204.15,0.36,0.25,255.19,44
10270,187,3,187.14,0.12,0.25,233.92,34
10271,187,5,205.37,0.11,0.25,256.71,15
10272,187,1,198.08,0.34,0.25,247.6,39
10273,187,4,188.36,0.32,0.25,235.45,60
10274,187,2,205.37,0.39,0.25,256.71,56
10275,1062,6,99.36,0.33,0.25,124.2,28
10276,1062,8,100.58,0.32,0.25,125.72,22
10277,1062,2,106.68,0.37,0.25,133.35,99
10278,1062,4,100.58,0.32,0.25,125.72,29
10279,1062,5,98.76,0.14,0.25,123.45,93
10280,1062,7,106.07,0.36,0.25,132.59,12
10281,2288,5,98.45,0.14,0.25,123.06,92
10282,2288,2,104.52,0.36,0.25,130.65,75
10283,2288,4,96.62,0.33,0.25,120.78,70
10284,2288,3,100.88,0.11,0.25,126.1,43
10285,5109,8,107.64,0.46,0.25,134.55,12
10286,5109,2,103.81,0.4,0.25,129.76,90
10287,5109,9,100.63,0.36,0.25,125.79,24
10288,5109,1,101.27,0.39,0.25,126.59,46
10289,2015,1,3.65,0.39,0.25,4.56,58
10290,2015,4,3.62,0.47,0.25,4.53,34
10291,2015,9,3.6,0.42,0.25,4.5,33
10292,2015,5,3.73,0.15,0.25,4.66,81
10293,2528,10,130.15,0.45,0.25,162.69,68
10294,2528,8,120.14,0.39,0.25,150.18,68
10295,2528,3,112.99,0.12,0.25,141.24,97
10296,2528,1,115.85,0.36,0.25,144.81,97
10297,4984,1,98.02,0.3,0.25,122.52,48
10298,4984,7,103.24,0.41,0.25,129.05,95
10299,4984,5,96.28,0.12,0.25,120.35,62
10300,4984,9,100.92,0.44,0.25,126.15,11
10301,1168,1,243.3,0.49,0.25,304.12,71
10302,1168,7,241.92,0.37,0.25,302.4,12
10303,1168,5,211.51,0.12,0.25,264.39,21
10304,3244,8,4367.15,0.34,0.25,5458.94,77
10305,3244,4,4393.3,0.33,0.25,5491.62,77
10306,3244,9,4262.55,0.43,0.25,5328.19,85
10307,3244,3,4105.64,0.12,0.25,5132.05,35
10308,3244,6,4445.6,0.32,0.25,5557.0,38
10309,1535,10,620.91,0.48,0.25,776.14,95
10310,1535,1,635.6,0.46,0.25,794.5,84
10311,1535,7,617.23,0.4,0.25,771.54,56
10312,254,6,324.81,0.47,0.25,406.01,15
10313,254,8,339.57,0.48,0.25,424.46,67
10314,254,1,335.88,0.43,0.25,419.85,39
10315,254,4,284.21,0.31,0.25,355.26,33
10316,254,5,298.97,0.11,0.25,373.71,46
10317,2819,10,298.76,0.36,0.25,373.45,89
10318,2819,8,309.69,0.46,0.25,387.11,98
10319,2819,4,300.58,0.39,0.25,375.72,33
10320,2819,7,322.44,0.49,0.25,403.05,100
10321,2819,1,302.4,0.36,0.25,378.0,100
10322,420,2,413.31,0.39,0.25,516.64,82
10323,420,8,399.3,0.31,0.25,499.12,40
10324,420,7,434.33,0.48,0.25,542.91,93
10325,420,9,410.98,0.46,0.25,513.72,12
10326,2689,2,17.59,0.47,0.25,21.99,16
10327,2689,5,16.78,0.15,0.25,20.98,59
10328,2689,6,17.29,0.46,0.25,21.61,55
10329,2689,10,16.68,0.34,0.25,20.85,28
10330,2689,9,16.27,0.37,0.25,20.34,84
10331,1159,9,61.43,0.36,0.25,76.79,75
10332,1159,4,60.7,0.33,0.25,75.88,24
10333,1159,2,62.52,0.37,0.25,78.15,42
10334,4917,2,251.82,0.36,0.25,314.77,32
10335,4917,1,232.22,0.31,0.25,290.27,23
10336,4917,6,272.93,0.41,0.25,341.16,94
10337,4917,8,248.8,0.38,0.25,311.0,58
10338,4917,4,241.26,0.32,0.25,301.58,40
10339,4738,1,375.5,0.48,0.25,469.38,86
10340,4738,2,373.29,0.47,0.25,466.61,20
10341,4738,3,373.29,0.14,0.25,466.61,48
10342,4738,4,353.41,0.36,0.25,441.76,99
10343,4738,6,346.78,0.31,0.25,433.48,75
10344,5276,6,525.37,0.46,0.25,656.71,94
10345,5276,5,525.37,0.13,0.25,656.71,55
10346,5276,4,510.1,0.37,0.25,637.62,41
10347,5276,2,503.99,0.42,0.25,629.99,89
10348,353,10,335.58,0.41,0.25,419.48,37
10349,353,2,331.81,0.37,0.25,414.76,39
10350,353,4,312.96,0.46,0.25,391.2,99
10351,353,3,320.5,0.15,0.25,400.62,21
10352,353,5,322.39,0.14,0.25,402.99,12
10353,4184,10,583.88,0.49,0.25,729.85,26
10354,4184,7,547.79,0.45,0.25,684.74,30
10355,4184,1,557.63,0.49,0.25,697.04,72
10356,4184,2,514.99,0.31,0.25,643.74,28
10357,5212,7,469.59,0.43,0.25,586.99,35
10358,5212,9,418.31,0.32,0.25,522.89,13
10359,5212,4,448.0,0.43,0.25,560.0,14
10360,5212,8,429.11,0.32,0.25,536.39,16
10361,5212,2,474.99,0.44,0.25,593.74,86
10362,5212,3,442.6,0.12,0.25,553.25,51
10363,2567,5,17.98,0.1,0.25,22.48,57
10364,2567,4,21.15,0.47,0.25,26.44,85
10365,2567,2,20.58,0.47,0.25,25.72,93
10366,1588,2,255.71,0.31,0.25,319.64,32
10367,1588,5,242.25,0.12,0.25,302.81,56
10368,1588,6,228.8,0.33,0.25,286.0,43
10369,1588,3,255.71,0.15,0.25,319.64,18
10370,1588,4,254.22,0.43,0.25,317.77,33
10371,1588,1,252.72,0.41,0.25,315.9,25
10372,2942,2,77.75,0.47,0.25,97.19,24
10373,2942,5,70.27,0.12,0.25,87.84,34
10374,2942,9,76.92,0.46,0.25,96.15,60
10375,2942,6,69.02,0.37,0.25,86.28,22
10376,3744,4,7763.04,0.48,0.25,9703.8,64
10377,3744,10,7588.59,0.35,0.25,9485.74,22
10378,3744,9,6716.34,0.33,0.25,8395.42,21
10379,3744,3,6847.18,0.13,0.25,8558.98,82
10380,3744,8,7283.3,0.32,0.25,9104.12,66
10381,3744,1,7021.63,0.31,0.25,8777.04,97
10382,1719,7,444.66,0.39,0.25,555.83,66
10383,1719,5,442.02,0.12,0.25,552.52,22
10384,1719,10,457.9,0.4,0.25,572.38,72
10385,1719,6,487.01,0.49,0.25,608.76,84
10386,1719,3,439.37,0.1,0.25,549.21,60
10387,5194,3,433.67,0.11,0.25,542.09,83
10388,5194,10,475.72,0.45,0.25,594.65,22
10389,5194,8,420.53,0.31,0.25,525.66,16
10390,5194,7,480.98,0.47,0.25,601.22,22
10391,1706,6,72.22,0.45,0.25,90.28,41
10392,1706,5,71.36,0.14,0.25,89.2,69
10393,1706,3,69.64,0.1,0.25,87.05,14
10394,3078,1,1110.31,0.41,0.25,1387.89,67
10395,3078,10,1083.88,0.41,0.25,1354.85,13
10396,3078,3,1050.83,0.13,0.25,1313.54,38
10397,3078,5,1103.7,0.14,0.25,1379.62,12
10398,975,10,189.98,0.48,0.25,237.48,28
10399,975,5,170.04,0.14,0.25,212.55,71
10400,975,7,192.08,0.5,0.25,240.1,47
10401,975,8,171.08,0.43,0.25,213.85,21
10402,975,6,178.43,0.45,0.25,223.04,63
10403,975,4,166.89,0.3,0.25,208.61,10
10404,3324,3,8290.03,0.14,0.25,10362.54,68
10405,3324,7,8094.97,0.3,0.25,10118.71,55
10406,3324,10,7802.38,0.32,0.25,9752.98,61
10407,3324,6,8533.86,0.36,0.25,10667.32,91
10408,3324,4,7753.62,0.35,0.25,9692.02,27
10409,3324,2,8533.86,0.5,0.25,10667.32,67
10410,598,3,66.06,0.11,0.25,82.58,62
10411,598,9,66.86,0.41,0.25,83.58,29
10412,598,8,74.92,0.47,0.25,93.65,38
10413,598,2,69.68,0.37,0.25,87.1,26
10414,2957,8,29.3,0.48,0.25,36.62,53
10415,2957,10,30.48,0.48,0.25,38.1,10
10416,2957,2,27.95,0.37,0.25,34.94,63
10417,2957,1,26.61,0.37,0.25,33.26,44
10418,2957,4,30.82,0.46,0.25,38.52,79
10419,199,5,317.87,0.14,0.25,397.34,98
10420,199,3,319.92,0.14,0.25,399.9,84
10421,199,4,330.18,0.31,0.25,412.72,53
10422,199,9,324.03,0.34,0.25,405.04,12
10423,199,7,332.23,0.39,0.25,415.29,44
10424,4228,1,2277.28,0.37,0.25,2846.6,34
10425,4228,7,2078.68,0.34,0.25,2598.35,60
10426,4228,4,2356.72,0.44,0.25,2945.9,22
10427,4228,5,2224.32,0.14,0.25,2780.4,34
10428,4228,6,2343.48,0.39,0.25,2929.35,33
10429,4228,10,2383.2,0.44,0.25,2979.0,30
10430,2406,1,73.35,0.41,0.25,91.69,74
10431,2406,2,79.69,0.43,0.25,99.61,50
10432,2406,7,76.98,0.43,0.25,96.22,35
10433,5334,1,543.01,0.37,0.25,678.76,77
10434,5334,5,546.4,0.13,0.25,683.0,52
10435,5334,7,573.55,0.42,0.25,716.94,34
10436,5334,9,532.83,0.36,0.25,666.04,23
10437,379,3,424.78,0.13,0.25,530.97,84
10438,379,2,470.77,0.47,0.25,588.46,33
10439,379,10,457.25,0.33,0.25,571.56,15
10440,4516,4,2353.32,0.31,0.25,2941.65,64
10441,4516,8,2676.33,0.44,0.25,3345.41,67
10442,4516,10,2691.71,0.41,0.25,3364.64,71
10443,4516,1,2414.85,0.33,0.25,3018.56,26
10444,2203,9,10.91,0.44,0.25,13.64,79
10445,2203,3,10.25,0.1,0.25,12.81,34
10446,2203,2,11.03,0.46,0.25,13.79,16
10447,2203,8,10.07,0.38,0.25,12.59,85
10448,2380,10,103.42,0.31,0.25,129.28,42
10449,2380,8,98.5,0.33,0.25,123.12,98
10450,2380,2,104.65,0.31,0.25,130.81,72
10451,2380,7,104.65,0.43,0.25,130.81,12
10452,2380,4,104.04,0.33,0.25,130.05,38
10453,2795,2,16.55,0.48,0.25,20.69,47
10454,2795,9,15.0,0.33,0.25,18.75,31
10455,2795,4,15.88,0.32,0.25,19.85,59
10456,2795,6,15.68,0.39,0.25,19.6,81
10457,1689,8,503.89,0.31,0.25,629.86,23
10458,1689,6,542.41,0.35,0.25,678.01,25
10459,1689,7,568.08,0.42,0.25,710.1,63
10460,1689,9,561.66,0.47,0.25,702.08,71
10461,3724,7,2516.16,0.32,0.25,3145.2,34
10462,3724,3,2581.94,0.13,0.25,3227.42,64
10463,3724,6,2845.07,0.41,0.25,3556.34,64
10464,3724,1,2795.73,0.47,0.25,3494.66,72
10465,3724,9,2828.63,0.47,0.25,3535.79,39
10466,3724,8,2729.95,0.38,0.25,3412.44,79
10467,790,9,36.72,0.35,0.25,45.9,36
10468,790,5,33.48,0.1,0.25,41.85,64
10469,790,4,34.34,0.32,0.25,42.92,57
10470,5157,5,323.47,0.11,0.25,404.34,66
10471,5157,8,357.84,0.4,0.25,447.3,79
10472,5157,1,353.8,0.36,0.25,442.25,47
10473,5157,9,327.52,0.33,0.25,409.4,24
10474,5157,7,341.67,0.32,0.25,427.09,23
10475,216,4,265.79,0.48,0.25,332.24,77
10476,216,3,232.75,0.1,0.25,290.94,64
10477,216,6,252.86,0.45,0.25,316.08,28
10478,216,9,231.31,0.41,0.25,289.14,80
10479,2112,3,25.19,0.13,0.25,31.49,83
10480,2112,8,29.25,0.42,0.25,36.56,72
10481,2112,1,28.92,0.47,0.25,36.15,53
10482,1620,6,396.51,0.35,0.25,495.64,92
10483,1620,9,377.96,0.35,0.25,472.45,100
10484,1620,7,391.88,0.47,0.25,489.85,47
10485,1620,4,410.43,0.37,0.25,513.04,54
10486,2356,10,61.46,0.32,0.25,76.82,19
10487,2356,9,66.91,0.4,0.25,83.64,77
10488,2356,3,63.41,0.1,0.25,79.26,58
10489,3537,6,5510.75,0.36,0.25,6888.44,37
10490,3537,8,5646.82,0.41,0.25,7058.52,93
10491,3537,3,5578.79,0.1,0.25,6973.49,19
10492,2910,5,165.83,0.11,0.25,207.29,85
10493,2910,2,167.81,0.35,0.25,209.76,45
10494,2910,1,183.6,0.46,0.25,229.5,29
10495,2910,8,156.95,0.3,0.25,196.19,56
10496,1940,7,28.57,0.39,0.25,35.71,11
10497,1940,9,27.7,0.38,0.25,34.62,20
10498,1940,6,29.61,0.48,0.25,37.01,75
10499,1940,8,29.79,0.39,0.25,37.24,49
10500,1940,2,29.27,0.36,0.25,36.59,18
10501,1940,10,28.74,0.32,0.25,35.92,33
10502,3246,1,2695.86,0.4,0.25,3369.82,62
10503,3246,10,2519.35,0.34,0.25,3149.19,21
10504,3246,9,2824.24,0.4,0.25,3530.3,99
10505,3246,4,2744.0,0.47,0.25,3430.0,88
10506,3246,7,2647.72,0.4,0.25,3309.65,44
10507,3033,3,7122.28,0.11,0.25,8902.85,53
10508,3033,9,7769.76,0.31,0.25,9712.2,76
10509,3033,1,7908.51,0.45,0.25,9885.64,56
10510,3033,8,7029.79,0.31,0.25,8787.24,62
10511,1647,3,425.56,0.14,0.25,531.95,100
10512,1647,10,408.34,0.44,0.25,510.42,97
10513,1647,1,450.16,0.46,0.25,562.7,86
10514,1647,4,450.16,0.43,0.25,562.7,48
10515,1647,5,386.2,0.14,0.25,482.75,10
10516,1647,6,442.78,0.49,0.25,553.47,23
10517,4629,6,236.46,0.37,0.25,295.58,20
10518,4629,8,239.47,0.34,0.25,299.34,15
10519,4629,3,236.46,0.11,0.25,295.58,88
10520,3519,7,4062.82,0.48,0.25,5078.53,17
10521,3519,10,3671.74,0.35,0.25,4589.67,74
10522,3519,4,3736.92,0.37,0.25,4671.15,43
10523,2058,7,3.84,0.49,0.25,4.8,77
10524,2058,8,3.9,0.48,0.25,4.88,54
10525,2058,1,3.76,0.42,0.25,4.7,23
10526,2058,4,3.67,0.38,0.25,4.59,75
10527,3525,6,3558.92,0.33,0.25,4448.65,23
10528,3525,2,3989.62,0.5,0.25,4987.02,18
10529,3525,1,4102.96,0.44,0.25,5128.7,98
10530,3525,10,3581.59,0.35,0.25,4476.99,58
10531,3525,8,3785.61,0.34,0.25,4732.01,93
10532,3525,9,3785.61,0.42,0.25,4732.01,25
10533,649,4,79.13,0.4,0.25,98.91,96
10534,649,2,79.58,0.43,0.25,99.48,71
10535,649,3,70.59,0.12,0.25,88.24,61
10536,178,2,658.54,0.38,0.25,823.18,46
10537,178,4,715.1,0.43,0.25,893.88,65
10538,178,7,735.3,0.43,0.25,919.12,86
10539,178,6,707.02,0.39,0.25,883.78,75
10540,3350,9,5981.22,0.43,0.25,7476.52,44
10541,3350,4,6226.07,0.45,0.25,7782.59,43
10542,3350,10,5561.49,0.32,0.25,6951.86,76
10543,237,7,316.36,0.33,0.25,395.45,21
10544,237,1,310.71,0.35,0.25,388.39,56
10545,237,8,325.78,0.47,0.25,407.22,30
10546,237,9,325.78,0.47,0.25,407.22,87
10547,237,5,288.11,0.13,0.25,360.14,14
10548,1991,5,22.14,0.14,0.25,27.68,39
10549,1991,8,23.51,0.49,0.25,29.39,78
10550,1991,3,22.0,0.1,0.25,27.5,70
10551,2734,6,123.79,0.33,0.25,154.74,34
10552,2734,8,126.87,0.41,0.25,158.59,61
10553,2734,3,120.72,0.11,0.25,150.9,43
10554,419,5,427.48,0.14,0.25,534.35,45
10555,419,6,468.69,0.48,0.25,585.86,42
10556,419,9,432.63,0.38,0.25,540.79,43
10557,419,4,401.73,0.33,0.25,502.16,98
10558,419,7,463.54,0.44,0.25,579.43,87
10559,1063,5,227.45,0.14,0.25,284.31,12
10560,1063,3,236.14,0.15,0.25,295.17,70
10561,1063,10,257.87,0.48,0.25,322.34,90
10562,377,1,122.69,0.42,0.25,153.36,13
10563,377,7,118.98,0.36,0.25,148.72,25
10564,377,4,124.92,0.36,0.25,156.15,10
10565,377,9,130.87,0.47,0.25,163.59,24
10566,377,2,135.34,0.44,0.25,169.18,65
10567,377,8,128.64,0.33,0.25,160.8,45
